,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Steelers,5.0,2.6,3.6,1.0,0.7,0.9,1.0,0.5,0.7,1.4,0.9,1.1,0.2,0.0,0.1,0.1,0.0,0.0,21.7,17.9,19.4,289.0,372.1,331.7,10.2,7.2,8.6,10,DST
1,Ravens,3.0,1.9,2.4,1.3,0.8,1.1,1.1,0.5,0.7,1.5,1.0,1.2,0.3,0.1,0.2,0.1,0.0,0.0,19.1,17.1,18.1,316.6,333.0,327.3,8.8,6.4,8.1,10,DST
2,Packers,3.2,2.1,2.7,1.2,0.7,1.0,0.8,0.4,0.6,1.1,0.7,0.9,0.2,0.0,0.2,0.1,0.0,0.0,20.0,17.8,18.8,331.0,336.0,333.2,8.9,6.8,8.0,10,DST
3,Eagles,3.5,2.4,3.0,1.1,0.8,0.9,1.0,0.6,0.7,1.4,0.9,1.1,0.2,0.1,0.2,0.0,0.0,0.0,23.2,19.0,21.1,295.0,309.5,304.0,8.9,6.8,7.3,10,DST
4,Saints,3.3,2.4,2.7,1.5,0.9,1.1,0.7,0.4,0.6,0.9,0.7,0.8,0.3,0.0,0.2,0.0,0.0,0.0,23.3,19.2,20.4,312.0,363.8,342.2,9.3,6.5,7.1,10,DST
5,Giants,3.3,2.3,2.9,1.1,0.7,0.9,0.9,0.5,0.7,1.3,0.8,1.0,0.2,0.1,0.1,0.0,0.0,0.0,24.3,21.0,22.7,335.8,360.4,344.4,8.4,6.6,7.0,10,DST
6,Rams,4.1,2.6,3.2,1.1,0.5,0.8,0.8,0.4,0.6,1.1,0.6,0.8,0.2,0.0,0.1,0.1,0.0,0.1,28.4,19.5,24.3,343.0,375.1,362.1,8.5,6.1,6.9,10,DST
7,Browns,3.6,2.6,3.0,1.0,0.6,0.8,0.8,0.5,0.6,1.0,0.9,1.0,0.2,0.0,0.1,0.1,0.0,0.0,25.5,18.9,22.2,362.0,373.9,366.7,8.2,6.7,6.8,10,DST
8,Team,3.9,2.4,2.9,1.3,0.6,0.9,0.7,0.4,0.6,1.3,0.5,0.9,0.2,0.0,0.2,0.0,0.0,0.0,26.8,21.5,24.8,328.0,363.3,344.4,7.9,6.0,6.8,10,DST
9,Colts,5.1,1.9,2.9,1.0,0.6,0.8,0.8,0.4,0.6,0.9,0.6,0.8,0.3,0.0,0.2,0.1,0.0,0.0,25.5,22.0,23.9,329.2,384.6,352.9,9.9,5.7,6.7,10,DST
10,Buccaneers,3.1,1.7,2.5,1.0,0.8,0.9,0.9,0.4,0.6,1.2,0.9,1.1,0.2,0.1,0.2,0.0,0.0,0.0,23.6,20.6,22.5,314.0,350.2,332.9,8.1,6.1,6.5,10,DST
11,Bills,2.8,1.9,2.4,1.1,0.7,0.9,0.8,0.4,0.6,1.1,0.7,1.0,0.2,0.0,0.1,0.0,0.0,0.0,29.6,21.2,26.2,340.0,386.6,367.0,7.4,4.2,6.2,10,DST
12,Lions,2.9,2.3,2.5,1.0,0.5,0.8,0.8,0.4,0.6,1.1,0.7,0.9,0.2,0.1,0.2,0.1,0.0,0.1,23.3,18.1,21.1,309.0,359.5,336.5,7.3,6.0,6.2,10,DST
13,Cardinals,2.9,2.3,2.5,0.8,0.7,0.8,0.8,0.3,0.6,1.1,0.5,0.9,0.2,0.0,0.1,0.0,0.0,0.0,27.0,23.1,25.1,361.4,380.0,372.6,6.9,5.8,6.1,10,DST
14,Raiders,2.5,1.8,2.1,1.4,0.8,1.0,0.8,0.4,0.6,1.1,0.6,0.8,0.2,0.0,0.1,0.0,0.0,0.0,24.1,20.2,22.4,346.0,359.7,354.5,7.2,5.8,6.1,10,DST
15,Bears,3.1,1.8,2.4,1.0,0.6,0.8,0.7,0.5,0.6,1.0,0.8,0.9,0.2,0.1,0.1,0.1,0.0,0.0,23.3,19.0,21.1,322.0,348.4,334.0,7.5,5.9,6.1,10,DST
16,Dolphins,2.8,1.9,2.3,1.0,0.6,0.8,0.9,0.4,0.6,1.2,0.8,1.0,0.2,0.1,0.2,0.1,0.0,0.0,25.6,20.9,23.7,379.5,438.0,405.7,6.8,6.1,6.1,10,DST
17,Patriots,2.6,2.3,2.4,1.1,0.5,0.8,0.8,0.4,0.6,1.2,0.6,0.9,0.2,0.0,0.1,0.1,0.0,0.0,25.3,19.8,23.1,357.1,365.0,360.8,7.6,5.4,5.9,10,DST
18,Vikings,3.2,1.0,2.2,1.2,0.7,0.9,0.6,0.4,0.5,0.9,0.6,0.7,0.2,0.0,0.1,0.0,0.0,0.0,23.3,19.0,20.7,305.0,355.9,334.6,7.4,5.8,5.9,10,DST
19,Texans,3.1,1.3,1.9,1.1,0.7,0.9,0.7,0.3,0.5,0.9,0.7,0.8,0.2,0.0,0.2,0.0,0.0,0.0,27.8,22.0,24.4,342.0,367.3,356.3,6.4,5.4,5.7,10,DST
20,Broncos,3.3,2.1,2.4,0.8,0.4,0.6,0.9,0.4,0.6,1.3,0.7,0.9,0.2,0.1,0.1,0.0,0.0,0.0,28.4,21.7,25.4,347.0,363.4,352.5,6.3,5.0,5.7,10,DST
21,Seahawks,2.8,1.1,1.9,0.9,0.8,0.8,0.9,0.4,0.6,1.2,0.9,1.0,0.2,0.0,0.1,0.1,0.0,0.0,28.4,22.1,26.4,393.0,399.0,396.2,6.1,4.4,5.6,10,DST
22,Titans,3.1,1.0,1.9,1.0,0.7,0.9,0.6,0.3,0.5,0.8,0.5,0.7,0.2,0.0,0.1,0.1,0.0,0.0,25.0,19.6,22.3,336.0,367.6,356.9,6.5,5.2,5.6,10,DST
23,Chargers,2.8,2.1,2.4,0.9,0.0,0.7,0.6,0.3,0.5,0.7,0.4,0.6,0.2,0.0,0.1,0.0,0.0,0.0,26.5,19.1,24.0,307.0,338.4,325.1,6.8,4.6,5.5,10,DST
24,Panthers,2.6,1.4,1.8,0.9,0.5,0.7,0.9,0.4,0.6,1.2,0.6,0.9,0.2,0.0,0.1,0.0,0.0,0.0,29.9,23.6,26.6,361.1,365.2,363.1,6.1,3.8,5.1,10,DST
25,Bengals,2.4,1.1,1.6,0.9,0.7,0.7,0.6,0.2,0.5,0.7,0.4,0.6,0.2,0.0,0.1,0.0,0.0,0.0,29.9,22.0,26.9,362.0,386.1,376.3,5.5,4.1,4.8,10,DST
26,Jaguars,3.7,1.4,2.2,0.6,0.3,0.5,0.7,0.3,0.5,0.7,0.5,0.6,0.2,0.0,0.1,0.0,0.0,0.0,32.1,23.7,29.4,382.1,399.0,392.3,7.0,2.2,4.7,10,DST
27,49ers,2.9,1.3,1.8,0.8,0.5,0.6,0.7,0.3,0.5,1.0,0.7,0.8,0.2,0.0,0.1,0.0,0.0,0.0,30.0,22.6,27.1,361.0,378.4,371.4,5.6,3.3,4.7,10,DST
