QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Salary,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Draft Kings_MIN_Rank,Draft Kings_MID_Rank,Draft Kings_MAX_Rank,Raw Rank,Final Rank
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Eric Ebron (15608131),Jeff Smith (15608077),Vikings  (15608300),49900.0,113.76942857142856,146.45857142857142,186.72785714285715,3,1,102,106,2
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Eric Ebron (15608131),Antonio Gibson (15607625),Dolphins  (15608293),49900.0,112.51057142857142,145.93471428571428,184.60442857142854,29,2,159,190,17
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),50000.0,113.78942857142857,145.91857142857143,187.20285714285717,2,3,91,96,1
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Eric Ebron (15608131),Antonio Gibson (15607625),Dolphins  (15608293),49800.0,111.98657142857144,145.90571428571428,181.32642857142858,37,4,221,262,46
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Jonnu Smith (15608115),Antonio Gibson (15607625),Vikings  (15608300),49900.0,113.15342857142856,145.8675714285714,181.56085714285717,11,5,218,234,36
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49900.0,113.34342857142856,145.83757142857144,185.79085714285716,8,6,126,140,4
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Eric Ebron (15608131),Alexander Mattison (15607599),Dolphins  (15608293),50000.0,106.66657142857143,145.7657142857143,184.80642857142854,122,7,154,283,61
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Dolphins  (15608293),49900.0,111.71057142857143,145.6547142857143,182.88942857142857,48,8,196,252,40
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Eric Ebron (15608131),Antonio Gibson (15607625),Vikings  (15608300),49700.0,112.77942857142857,145.5885714285714,184.47285714285715,18,9,163,190,16
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Davante Adams (15607803),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Vikings  (15608300),50000.0,114.35942857142857,145.49857142857144,182.85785714285714,1,10,197,208,30
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Eric Ebron (15608131),Alexander Mattison (15607599),Vikings  (15608300),49900.0,107.45942857142856,145.44857142857143,187.95285714285717,112,11,72,195,21
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Kenny Golladay (15607831),Tyler Boyd (15607839),Eric Ebron (15608131),Antonio Gibson (15607625),Vikings  (15608300),49800.0,111.92842857142857,145.4275714285714,187.86085714285716,41,12,77,130,3
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Dolphins  (15608293),49800.0,111.48157142857144,145.41571428571427,185.78142857142856,51,13,127,191,19
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Jonnu Smith (15608115),Jeff Smith (15608077),Vikings  (15608300),49900.0,112.64842857142857,145.3775714285714,186.01585714285716,22,14,122,158,8
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Eric Ebron (15608131),Devonta Freeman (15607639),Dolphins  (15608293),49700.0,111.33657142857143,145.3757142857143,185.80142857142854,55,15,125,195,22
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Davante Adams (15607803),Jeff Smith (15608077),Tyler Boyd (15607839),Eric Ebron (15608131),Antonio Gibson (15607625),Dolphins  (15608293),49900.0,112.00657142857143,145.36571428571432,181.80142857142854,35,16,216,267,50
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Kenny Golladay (15607831),Jeff Smith (15608077),Eric Ebron (15608131),Alexander Mattison (15607599),Dolphins  (15608293),49700.0,104.58157142857144,145.36571428571432,190.87642857142856,163,17,23,203,27
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),49800.0,112.50342857142856,145.3375714285714,186.03585714285714,30,18,121,169,11
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Davante Adams (15607803),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Antonio Gibson (15607625),Vikings  (15608300),50000.0,113.17342857142856,145.32757142857142,182.03585714285714,10,19,208,237,38
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Kenny Golladay (15607831),Jeff Smith (15608077),Jonnu Smith (15608115),Alexander Mattison (15607599),Vikings  (15608300),49800.0,105.74842857142858,145.32757142857142,191.11085714285716,140,20,20,180,14
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),49700.0,111.97942857142856,145.30857142857144,182.75785714285718,38,21,200,259,43
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Davante Adams (15607803),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49800.0,111.96342857142855,145.29757142857142,182.80085714285715,40,22,199,261,44
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Davante Adams (15607803),Kenny Golladay (15607831),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),50000.0,113.36342857142856,145.29757142857142,186.26585714285716,6,23,113,142,5
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Kenny Golladay (15607831),Tyler Boyd (15607839),Eric Ebron (15608131),Alexander Mattison (15607599),Vikings  (15608300),50000.0,106.60842857142858,145.28757142857143,191.34085714285715,126,24,14,164,9
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Alexander Mattison (15607599),Vikings  (15608300),49800.0,105.20842857142857,145.28757142857143,187.87585714285717,150,25,76,251,39
Matthew Stafford (15607542),Derrick Henry (15607597),Devonta Freeman (15607639),Davante Adams (15607803),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Dolphins  (15608293),50000.0,112.91657142857143,145.28571428571428,184.18642857142856,14,26,169,209,31
Matthew Stafford (15607542),Derrick Henry (15607597),Alexander Mattison (15607599),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Dolphins  (15608293),50000.0,106.16157142857143,145.2757142857143,189.26142857142855,132,27,41,200,25
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49900.0,112.83942857142856,145.26857142857142,182.98785714285714,15,28,193,236,37
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Eric Ebron (15608131),Jeff Smith (15608077),Vikings  (15608300),49500.0,112.74342857142855,145.2475714285714,185.73085714285716,20,29,131,180,13
Matthew Stafford (15607542),Derrick Henry (15607597),Alexander Mattison (15607599),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Eric Ebron (15608131),Devonta Freeman (15607639),Dolphins  (15608293),49900.0,106.01657142857142,145.23571428571427,189.28142857142856,133,30,40,203,26
Matthew Stafford (15607542),Derrick Henry (15607597),Devonta Freeman (15607639),Terry McLaurin (15607841),Davante Adams (15607803),Adam Thielen (15607807),Jonnu Smith (15608115),Jeff Smith (15608077),Vikings  (15608300),50000.0,113.55942857142855,145.21857142857144,181.14285714285717,4,31,223,258,42
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Kenny Golladay (15607831),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Dolphins  (15608293),49800.0,110.48557142857143,145.21471428571425,189.18942857142858,71,32,44,147,6
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Alexander Mattison (15607599),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),50000.0,107.18342857142856,145.19757142857142,189.51585714285716,118,33,38,189,15
Matthew Stafford (15607542),Derrick Henry (15607597),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),49900.0,106.65942857142855,145.16857142857143,186.23785714285714,123,34,115,272,54
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Alexander Mattison (15607599),Davante Adams (15607803),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),50000.0,106.64342857142856,145.15757142857143,186.28085714285714,125,35,112,272,55
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Davante Adams (15607803),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Devonta Freeman (15607639),Dolphins  (15608293),50000.0,111.73057142857142,145.11471428571429,183.36442857142853,46,36,185,267,49
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Eric Ebron (15608131),Jeff Smith (15608077),Vikings  (15608300),49700.0,107.42342857142856,145.10757142857142,189.21085714285715,114,37,43,194,20
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Alexander Mattison (15607599),Dolphins  (15608293),50000.0,104.97557142857144,145.1047142857143,188.43942857142858,158,38,56,252,41
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Alexander Mattison (15607599),Terry McLaurin (15607841),Kenny Golladay (15607831),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Dolphins  (15608293),50000.0,105.16557142857144,145.07471428571426,192.66942857142854,153,39,4,196,23
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Dolphins  (15608293),49700.0,111.97057142857142,145.0247142857143,183.05942857142858,39,40,192,271,52
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Dolphins  (15608293),49900.0,106.65057142857142,144.88471428571432,186.53942857142854,124,41,106,271,53
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Dolphins  (15608293),49900.0,111.50157142857144,144.8757142857143,186.25642857142856,50,42,114,206,28
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Kenny Golladay (15607831),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49600.0,110.75442857142856,144.8685714285714,189.05785714285716,68,43,47,158,7
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Tyler Boyd (15607839),Vikings  (15608300),50000.0,112.66842857142856,144.8375714285714,186.49085714285715,21,44,107,172,12
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Kenny Golladay (15607831),Jeff Smith (15608077),Tyler Boyd (15607839),Eric Ebron (15608131),Alexander Mattison (15607599),Dolphins  (15608293),49800.0,104.60157142857143,144.8257142857143,191.35142857142856,162,45,13,220,34
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Antonio Gibson (15607625),Dolphins  (15608293),49800.0,110.86557142857143,144.82471428571426,180.61442857142856,67,46,229,342,104
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Tyler Boyd (15607839),Vikings  (15608300),49900.0,112.14442857142856,144.8085714285714,183.21285714285716,34,47,188,269,51
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Devonta Freeman (15607639),Dolphins  (15608293),49800.0,111.05557142857144,144.7947142857143,184.84442857142855,64,48,152,264,48
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Kenny Golladay (15607831),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Alexander Mattison (15607599),Vikings  (15608300),49900.0,105.76842857142857,144.78757142857143,191.58585714285715,139,49,11,199,24
Matthew Stafford (15607542),Derrick Henry (15607597),Devonta Freeman (15607639),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),49900.0,112.33442857142856,144.7785714285714,187.44285714285715,31,50,84,165,10
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Davante Adams (15607803),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),49800.0,111.99942857142857,144.76857142857142,183.23285714285714,36,51,187,274,56
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Alexander Mattison (15607599),Vikings  (15608300),49800.0,105.24442857142856,144.75857142857143,188.30785714285716,148,52,62,262,45
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Adam Thielen (15607807),Jeff Smith (15608077),Tyler Boyd (15607839),Eric Ebron (15608131),Alexander Mattison (15607599),Vikings  (15608300),49900.0,105.22842857142857,144.7475714285714,188.35085714285714,149,53,61,263,47
Matthew Stafford (15607542),Derrick Henry (15607597),Alexander Mattison (15607599),Terry McLaurin (15607841),Kenny Golladay (15607831),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49800.0,105.43442857142855,144.72857142857143,192.53785714285715,146,54,6,206,29
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),49600.0,112.76342857142856,144.7075714285714,186.20585714285716,19,55,117,191,18
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Davante Adams (15607803),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Dolphins  (15608293),50000.0,112.30057142857143,144.69471428571427,179.01942857142856,32,56,239,327,91
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Alexander Mattison (15607599),Dolphins  (15608293),50000.0,105.54557142857144,144.68471428571428,184.09442857142855,145,57,172,374,123
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),49500.0,112.23942857142856,144.67857142857144,182.92785714285716,33,58,195,286,65
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Jonnu Smith (15608115),Jeff Smith (15608077),Dolphins  (15608293),49700.0,113.08057142857143,144.64471428571431,181.94942857142857,13,59,211,283,62
Matthew Stafford (15607542),Derrick Henry (15607597),Alexander Mattison (15607599),Davante Adams (15607803),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),50000.0,106.67942857142856,144.62857142857143,186.71285714285716,121,60,103,284,63
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Dolphins  (15608293),49700.0,112.54057142857143,144.6047142857143,178.71442857142856,27,61,241,329,95
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Alexander Mattison (15607599),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),49800.0,107.44342857142857,144.56757142857143,189.68585714285717,113,62,35,210,32
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Eric Ebron (15608131),Alexander Mattison (15607599),Dolphins  (15608293),49600.0,105.64057142857143,144.55471428571428,183.80942857142858,143,63,178,384,136
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Antonio Gibson (15607625),Dolphins  (15608293),49600.0,110.49157142857143,144.54571428571427,183.52642857142857,70,64,183,317,85
Matthew Stafford (15607542),Derrick Henry (15607597),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),49700.0,106.91942857142855,144.53857142857143,186.40785714285715,120,65,110,295,69
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Antonio Gibson (15607625),Vikings  (15608300),49700.0,111.65842857142857,144.50757142857142,183.76085714285716,49,66,180,295,70
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Antonio Gibson (15607625),Vikings  (15608300),49600.0,111.13442857142857,144.47857142857143,180.48285714285714,59,67,231,357,112
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49600.0,111.32442857142857,144.44857142857143,184.71285714285716,56,68,157,281,58
Matthew Stafford (15607542),Mike Davis (15607603),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),50000.0,109.68442857142855,144.40857142857143,188.35785714285714,83,69,60,212,33
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Alexander Mattison (15607599),Dolphins  (15608293),49800.0,105.17157142857144,144.40571428571428,187.00642857142856,151,70,94,315,82
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Alexander Mattison (15607599),Vikings  (15608300),49900.0,106.33842857142857,144.3675714285714,187.24085714285715,131,71,90,292,67
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Davante Adams (15607803),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),49800.0,112.56942857142856,144.3485714285714,178.88785714285717,24,72,240,336,99
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Alexander Mattison (15607599),Vikings  (15608300),49800.0,105.81442857142856,144.3385714285714,183.96285714285716,137,73,175,385,137
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Jonnu Smith (15608115),Jeff Smith (15608077),Vikings  (15608300),49500.0,113.34942857142856,144.29857142857142,181.81785714285715,7,74,214,295,68
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Dolphins  (15608293),49700.0,110.21557142857144,144.2947142857143,185.08942857142856,77,75,149,301,73
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Davante Adams (15607803),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Vikings  (15608300),49600.0,113.33342857142857,144.28757142857143,181.86085714285716,9,76,213,298,71
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Adam Thielen (15607807),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Antonio Gibson (15607625),Dolphins  (15608293),49900.0,110.88557142857144,144.2847142857143,181.08942857142856,66,77,224,367,119
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Dolphins  (15608293),49600.0,109.69157142857142,144.2657142857143,181.81142857142856,82,78,215,375,127
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Kenny Golladay (15607831),Tyler Boyd (15607839),Jonnu Smith (15608115),Devonta Freeman (15607639),Dolphins  (15608293),49800.0,111.09157142857143,144.2657142857143,185.27642857142857,61,79,142,282,59
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Vikings  (15608300),49500.0,112.80942857142855,144.25857142857143,178.58285714285716,17,80,242,339,102
