,Player,POS,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
88,TJ Hockenson,TE6,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.6,68.0,75.1,889.0,787.0,834.2,5.6,5.0,5.2,0.5,1.0,0.8,118.9,108.7,113.1,draft,2021,FLEX
89,Trey Sermon,RB37,SF,165.4,114.6,140.0,746.8,505.3,636.3,6.8,3.7,5.1,21.1,17.0,19.5,171.0,149.5,159.0,1.2,0.8,1.0,0.5,3.0,1.8,136.6,91.2,112.7,draft,2021,FLEX
90,Gus Edwards,RB38,BAL,169.0,140.1,152.0,877.0,643.1,738.7,6.0,4.0,5.0,12.7,8.0,10.6,94.6,87.0,90.8,0.8,0.0,0.3,0.6,2.0,1.3,121.1,103.5,111.9,draft,2021,FLEX
91,Kenyan Drake,RB39,LV,155.0,113.4,137.3,626.0,480.7,571.2,6.0,4.0,4.6,51.7,27.8,35.1,379.1,188.0,247.7,1.9,0.0,0.8,0.8,2.0,1.4,120.9,101.3,111.5,draft,2021,FLEX
92,Corey Davis,WR48,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,67.0,68.1,928.1,848.0,885.5,5.0,3.0,4.1,0.5,1.0,0.8,118.1,102.8,111.4,draft,2021,FLEX
93,Marvin Jones,WR49,JAC,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,81.0,41.0,60.4,878.0,562.0,768.1,8.0,3.0,5.4,0.2,1.0,0.6,135.8,74.2,107.8,draft,2021,FLEX
94,Mecole Hardman,WR50,KC,7.0,5.0,6.4,49.3,34.3,43.7,0.3,0.0,0.1,55.1,49.0,51.8,800.9,667.0,722.5,7.0,4.7,5.5,0.4,3.0,1.7,118.4,100.9,106.7,draft,2021,FLEX
95,Latavius Murray,RB40,NO,166.0,127.5,141.6,678.0,529.3,602.0,5.0,2.7,4.1,29.0,21.2,25.6,197.0,162.0,184.0,1.0,0.9,1.0,0.5,2.0,1.2,118.9,93.8,106.6,draft,2021,FLEX
96,Michael Carter,RB41,NYJ,175.0,116.5,139.4,727.0,486.7,586.1,5.0,3.1,3.9,35.2,11.0,26.7,271.0,82.0,204.2,1.7,0.0,0.9,0.6,3.0,1.8,135.8,85.8,104.2,draft,2021,FLEX
97,Antonio Brown,WR51,TB,6.0,0.0,2.0,33.0,0.0,11.4,0.1,0.0,0.0,71.0,38.0,60.3,747.7,481.0,674.3,7.0,4.0,6.0,0.3,1.0,0.6,118.6,72.1,103.1,draft,2021,FLEX
98,Henry Ruggs,WR52,LV,13.1,0.0,7.6,73.6,0.0,42.0,0.3,0.0,0.1,55.8,44.0,49.4,822.6,646.0,759.9,4.7,3.9,4.1,0.4,3.0,1.7,118.6,88.6,102.5,draft,2021,FLEX
99,Jamaal Williams,RB42,DET,135.0,125.0,130.0,558.0,493.0,526.9,4.0,2.9,3.3,44.0,28.4,35.3,296.0,187.4,240.2,2.0,1.0,1.3,0.3,2.0,1.2,108.9,99.1,102.1,draft,2021,FLEX
100,Jaylen Waddle,WR53,MIA,2.0,0.0,1.0,12.3,0.0,5.6,0.1,0.0,0.0,66.5,41.0,57.2,867.0,535.0,758.1,5.1,4.0,4.7,0.4,2.0,1.2,117.7,77.5,102.1,draft,2021,FLEX
101,Cole Beasley,WR54,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,54.0,65.1,894.0,635.0,751.1,5.0,4.0,4.5,0.2,1.0,0.6,119.4,87.5,100.8,draft,2021,FLEX
102,AJ Dillon,RB43,GB,160.0,110.0,140.4,726.0,551.0,633.9,5.0,4.0,4.4,22.4,1.0,14.4,171.1,10.0,110.1,1.0,0.0,0.5,0.8,2.0,1.4,110.1,90.7,100.8,draft,2021,FLEX
103,Tyrell Williams,WR55,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,51.4,53.9,918.0,690.7,781.1,5.0,3.5,4.0,0.4,1.0,0.7,121.8,89.7,100.7,draft,2021,FLEX
104,Dallas Goedert,TE7,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.7,60.0,64.5,766.5,655.0,712.6,6.2,4.4,5.1,0.4,1.0,0.7,113.1,95.5,100.6,draft,2021,FLEX
105,Breshad Perriman,WR56,DET,3.8,0.0,1.9,22.5,0.0,11.3,0.1,0.0,0.0,59.0,46.0,51.4,769.2,736.1,751.1,4.0,3.7,3.9,0.0,0.2,0.1,102.5,97.5,99.6,draft,2021,FLEX
106,Michael Pittman,WR57,IND,5.0,0.9,3.4,40.0,4.8,22.5,0.2,0.0,0.0,66.0,44.0,56.6,958.0,585.0,743.9,5.2,3.0,4.0,0.4,1.0,0.7,123.8,78.4,99.6,draft,2021,FLEX
107,Robert Tonyan,TE8,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,47.0,55.5,715.0,518.0,612.7,8.0,5.5,6.3,0.0,0.3,0.1,107.5,91.3,98.8,draft,2021,FLEX
108,Darnell Mooney,WR58,CHI,4.1,2.0,3.3,22.3,15.5,18.7,0.2,0.0,0.1,71.0,48.0,61.2,796.2,577.0,724.4,5.0,3.0,4.2,0.4,1.0,0.7,109.5,77.4,98.3,draft,2021,FLEX
109,Jalen Reagor,WR59,PHI,6.3,0.0,3.1,36.0,0.0,17.6,0.2,0.0,0.1,62.0,44.0,54.5,864.3,556.0,736.1,4.6,3.0,3.9,0.4,1.0,0.7,117.6,73.6,97.7,draft,2021,FLEX
110,Emmanuel Sanders,WR60,BUF,4.3,0.0,1.1,23.0,0.0,6.7,0.2,0.0,0.1,78.0,42.5,56.1,948.0,496.8,684.1,6.0,3.7,4.9,0.3,1.0,0.6,131.2,71.1,97.3,draft,2021,FLEX
111,Devin Singletary,RB44,BUF,134.0,108.3,119.6,605.0,475.1,528.0,3.5,2.2,2.9,36.0,23.0,30.4,251.0,159.0,214.5,1.6,1.0,1.2,0.6,2.0,1.3,109.6,93.3,96.7,draft,2021,FLEX
112,Tony Pollard,RB45,DAL,132.0,90.4,111.2,582.0,391.5,497.4,4.0,2.8,3.2,38.7,24.6,29.8,312.1,170.0,219.3,1.9,1.0,1.3,0.3,2.0,1.2,107.6,81.6,96.2,draft,2021,FLEX
113,Russell Gage,WR61,ATL,4.0,0.0,1.5,13.0,0.0,6.3,0.1,0.0,0.0,80.0,51.0,66.6,813.0,577.0,722.1,4.4,3.7,4.0,0.2,1.0,0.6,106.9,81.7,95.9,draft,2021,FLEX
114,Nelson Agholor,WR62,NE,1.0,0.0,0.3,5.0,0.0,1.3,0.0,0.0,0.0,55.0,38.9,49.9,822.4,529.8,709.1,6.0,3.0,4.3,0.4,1.0,0.7,113.2,70.5,95.6,draft,2021,FLEX
115,Tyler Higbee,TE9,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,47.1,58.8,757.0,536.0,654.7,6.0,4.2,5.2,0.3,1.0,0.6,111.7,78.5,95.2,draft,2021,FLEX
116,Noah Fant,TE10,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.2,59.0,62.1,743.7,627.0,691.9,5.0,3.8,4.4,0.3,1.0,0.6,104.2,84.9,94.4,draft,2021,FLEX
117,Logan Thomas,TE11,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5,55.0,62.8,706.7,558.0,646.5,5.9,4.0,5.0,0.2,1.0,0.6,109.5,85.8,93.3,draft,2021,FLEX
118,Gabriel Davis,WR63,BUF,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,49.0,38.0,42.8,696.0,525.0,631.6,7.0,3.0,5.0,0.0,0.3,0.1,111.6,70.5,93.0,draft,2021,FLEX
119,Tevin Coleman,RB46,NYJ,164.0,114.7,140.1,629.0,489.1,548.3,4.0,3.2,3.8,26.0,12.6,19.0,188.0,91.1,143.3,1.0,0.0,0.6,0.4,2.0,1.2,105.7,80.8,92.8,draft,2021,FLEX
120,Mike Gesicki,TE12,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.8,52.4,55.3,647.0,607.7,621.3,6.0,4.7,5.3,0.3,1.0,0.7,97.6,89.0,92.4,draft,2021,FLEX
121,Allen Lazard,WR64,GB,3.0,0.0,1.3,26.0,0.0,9.7,0.1,0.0,0.0,52.6,36.0,47.9,755.0,486.0,661.9,4.9,3.0,4.1,0.3,1.0,0.6,103.6,66.6,90.4,draft,2021,FLEX
122,JD McKissic,RB47,WAS,84.0,57.1,66.6,392.0,241.8,288.9,2.0,1.0,1.5,72.0,46.7,56.2,517.0,353.0,410.0,2.0,1.0,1.7,0.6,1.0,0.8,94.3,78.9,88.1,draft,2021,FLEX
123,Irv Smith,TE13,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,48.1,51.8,615.0,522.1,569.4,6.0,4.5,5.4,0.3,1.0,0.7,97.5,78.3,87.9,draft,2021,FLEX
124,Nyheim Hines,RB48,IND,86.0,41.7,62.1,360.0,173.4,267.1,3.0,1.5,2.1,52.0,48.7,50.0,382.0,364.1,373.5,2.6,2.0,2.2,0.3,2.0,1.2,104.2,77.9,87.9,draft,2021,FLEX
125,Jared Cook,TE14,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,39.7,45.9,684.0,495.0,577.2,7.0,4.3,5.1,0.3,1.0,0.6,110.4,74.5,87.3,draft,2021,FLEX
126,Rob Gronkowski,TE15,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,39.0,42.1,653.0,481.7,549.8,5.6,5.0,5.3,0.0,0.3,0.2,95.3,81.2,86.3,draft,2021,FLEX
127,John Brown,WR65,LV,1.0,0.0,0.3,4.0,0.0,1.0,0.0,0.0,0.0,56.0,43.0,47.9,750.0,597.0,651.0,4.3,3.0,3.7,0.2,1.0,0.6,99.4,77.7,86.3,draft,2021,FLEX
128,James White,RB49,NE,63.0,43.6,52.4,260.0,184.1,214.8,2.5,1.0,1.8,55.0,47.4,52.3,475.0,394.4,423.8,3.0,1.8,2.3,0.4,2.0,1.2,103.5,78.5,85.9,draft,2021,FLEX
129,Sterling Shepard,WR66,NYG,9.0,0.0,3.3,76.0,0.0,25.8,1.0,0.0,0.3,73.0,45.0,60.5,660.0,555.0,616.1,4.0,3.0,3.5,0.2,1.0,0.6,103.6,73.5,85.8,draft,2021,FLEX
130,Tre'Quan Smith,WR67,NO,1.0,0.0,0.3,2.0,0.0,0.5,0.0,0.0,0.0,52.5,34.0,40.1,803.2,478.0,576.3,6.0,3.6,4.6,0.0,0.2,0.1,108.4,71.9,85.0,draft,2021,FLEX
131,Christian Kirk,WR68,ARI,8.0,2.2,3.9,60.0,12.0,26.8,0.1,0.0,0.0,64.0,33.4,47.7,745.0,412.9,578.9,6.0,2.9,4.1,0.1,1.0,0.6,116.5,60.1,84.2,draft,2021,FLEX
132,Tarik Cohen,RB50,CHI,92.0,40.7,66.4,344.0,177.4,277.8,2.0,1.0,1.3,66.0,47.3,56.0,414.0,332.4,383.9,2.3,1.8,2.0,0.5,2.0,1.3,98.2,69.4,83.9,draft,2021,FLEX
133,AJ Green,WR69,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,45.0,50.4,717.0,524.0,616.4,4.4,3.0,3.9,0.3,1.0,0.7,95.7,70.4,83.5,draft,2021,FLEX
134,Eric Ebron,TE16,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,50.8,58.0,663.0,505.5,574.2,5.0,4.0,4.6,0.3,1.0,0.7,96.3,76.7,83.4,draft,2021,FLEX
135,Rashod Bateman,WR70,BAL,3.0,0.0,0.8,19.0,0.0,4.8,0.0,0.0,0.0,55.0,28.0,43.5,683.0,337.0,575.0,5.0,3.0,4.3,0.3,1.0,0.6,100.2,51.7,82.7,draft,2021,FLEX
136,Alexander Mattison,RB51,MIN,128.9,92.5,112.8,572.0,411.5,507.6,3.5,2.0,2.6,18.0,15.0,16.5,138.0,130.9,134.2,1.0,0.0,0.6,0.4,1.0,0.7,93.9,74.3,82.6,draft,2021,FLEX
137,Elijah Moore,WR71,NYJ,2.1,0.0,0.7,12.7,0.0,4.2,0.1,0.0,0.0,64.0,30.0,51.6,780.9,356.0,624.5,4.5,2.0,3.4,0.4,0.4,0.4,104.4,47.6,82.4,draft,2021,FLEX
138,Hunter Henry,TE17,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,49.4,53.7,653.0,547.1,584.0,5.0,3.2,4.2,0.2,1.0,0.6,95.3,73.5,82.3,draft,2021,FLEX
139,Marquez Valdes-Scantling,WR72,GB,4.0,0.0,2.5,24.1,0.0,14.8,0.1,0.0,0.0,36.0,30.9,32.7,691.0,486.2,564.1,5.0,3.0,3.9,0.2,1.0,0.6,100.3,66.2,80.4,draft,2021,FLEX
140,Jamison Crowder,WR73,NYJ,1.0,0.0,0.3,13.0,0.0,3.3,0.0,0.0,0.0,66.0,39.4,52.3,698.0,459.6,581.9,6.0,2.8,3.8,0.3,1.0,0.6,107.1,62.3,79.9,draft,2021,FLEX
141,Jonnu Smith,TE18,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,50.0,53.5,568.0,555.8,561.7,5.0,3.0,4.1,0.3,1.0,0.7,86.8,74.5,79.6,draft,2021,FLEX
142,Blake Jarwin,TE19,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7,46.6,49.3,606.8,520.0,551.2,5.0,3.4,4.1,0.0,0.3,0.2,84.9,71.9,79.6,draft,2021,FLEX
143,Evan Engram,TE20,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,52.7,57.4,618.0,534.1,581.4,4.2,3.0,3.6,0.3,1.0,0.7,87.3,76.1,78.7,draft,2021,FLEX
144,Rondale Moore,WR74,ARI,2.3,0.0,1.1,13.0,0.0,6.2,0.1,0.0,0.0,55.2,30.0,48.6,767.0,313.0,600.8,4.0,2.0,3.3,0.3,2.0,1.2,102.0,43.3,78.2,draft,2021,FLEX
145,Randall Cobb,WR75,HOU,2.0,0.0,0.5,5.0,0.0,1.3,0.0,0.0,0.0,56.3,37.0,49.0,694.0,456.0,604.9,3.6,2.0,2.9,0.4,1.0,0.7,87.9,57.6,76.7,draft,2021,FLEX
146,Parris Campbell,WR76,IND,13.8,0.0,4.9,87.3,0.0,30.7,0.5,0.0,0.2,51.7,28.0,43.6,622.4,344.0,527.3,4.6,2.0,3.4,0.4,0.4,0.4,95.2,46.4,76.6,draft,2021,FLEX
147,DeSean Jackson,WR77,LAR,9.3,0.0,2.8,47.3,0.0,17.1,0.4,0.0,0.1,43.0,27.8,34.3,655.0,455.0,544.6,5.0,2.1,3.5,0.1,1.0,0.6,97.6,58.9,76.6,draft,2021,FLEX
148,Rashaad Penny,RB52,SEA,99.0,79.8,90.8,506.0,353.1,423.2,4.0,2.7,3.1,19.7,11.0,15.4,149.8,97.0,120.7,1.2,0.0,0.7,0.4,1.0,0.7,91.4,71.3,76.2,draft,2021,FLEX
149,Darius Slayton,WR78,NYG,2.1,0.0,0.8,10.5,0.0,2.6,0.1,0.0,0.0,46.0,30.3,41.6,623.0,429.4,563.9,5.0,2.6,3.4,0.2,1.0,0.6,91.2,59.9,76.2,draft,2021,FLEX
150,Adam Trautman,TE21,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,45.0,49.9,685.0,464.0,541.9,4.1,3.0,3.8,0.3,1.0,0.7,92.5,64.4,75.6,draft,2021,FLEX
151,Terrace Marshall,WR79,CAR,2.0,0.0,0.5,11.0,0.0,2.8,0.0,0.0,0.0,54.6,25.0,44.7,825.0,317.0,582.6,4.2,2.0,3.2,0.3,2.0,1.1,107.6,43.7,75.5,draft,2021,FLEX
152,Austin Hooper,TE22,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,48.0,49.6,546.0,466.0,498.1,5.0,4.0,4.5,0.2,1.0,0.6,84.6,70.6,75.5,draft,2021,FLEX
153,Phillip Lindsay,RB53,HOU,122.0,80.0,104.5,542.0,345.0,460.6,3.3,2.0,2.7,30.0,14.0,20.4,174.0,89.0,130.8,0.7,0.0,0.3,0.3,2.0,1.1,89.6,55.4,75.2,draft,2021,FLEX
154,Anthony Firkser,TE23,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,43.5,48.7,566.0,479.5,522.8,4.9,3.0,3.8,0.0,0.2,0.1,81.1,68.3,75.0,draft,2021,FLEX
155,Jakobi Meyers,WR80,NE,2.3,0.0,0.8,12.1,0.0,4.0,0.1,0.0,0.0,63.3,29.0,45.4,796.1,375.0,575.3,2.8,2.0,2.5,0.4,0.4,0.4,98.1,49.5,72.3,draft,2021,FLEX
156,Darrel Williams,RB54,KC,110.0,65.0,79.0,452.0,275.0,331.2,6.0,2.0,3.2,27.0,14.0,21.1,185.0,117.0,155.4,1.1,0.0,0.8,0.3,1.0,0.6,92.9,62.4,71.4,draft,2021,FLEX
157,Hunter Renfrow,WR81,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,27.9,44.4,650.0,319.6,535.8,4.0,1.8,2.9,0.2,1.0,0.6,89.0,42.1,69.7,draft,2021,FLEX
158,Sony Michel,RB55,NE,129.0,46.9,96.5,592.0,200.4,429.2,3.6,1.5,2.8,11.0,5.4,7.8,110.0,42.5,68.3,1.0,0.0,0.4,0.3,1.0,0.6,94.2,34.7,67.4,draft,2021,FLEX
159,Chris Conley,WR82,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,29.0,35.9,684.0,388.0,506.4,4.0,2.0,2.8,0.0,0.3,0.2,92.4,50.8,67.0,draft,2021,FLEX
160,Keelan Cole,WR83,NYJ,1.0,0.0,0.3,5.0,0.0,1.3,0.0,0.0,0.0,53.8,27.0,37.5,652.7,386.0,477.6,4.0,2.0,3.0,0.0,0.5,0.2,87.2,50.6,65.4,draft,2021,FLEX
161,Gerald Everett,TE24,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,39.1,41.9,466.0,396.2,431.7,5.0,3.0,3.9,0.3,1.0,0.6,76.6,60.6,65.2,draft,2021,FLEX
162,Josh Reynolds,WR84,TEN,3.0,0.0,0.8,18.0,0.0,4.5,0.0,0.0,0.0,44.8,24.6,36.1,607.0,312.7,469.6,3.9,2.5,3.1,0.2,1.0,0.6,80.5,45.9,64.8,draft,2021,FLEX
163,Denzel Mims,WR85,NYJ,1.0,0.0,0.3,3.0,0.0,0.8,0.0,0.0,0.0,50.0,28.9,37.3,746.0,409.0,525.1,2.9,2.0,2.2,0.2,1.0,0.6,86.9,52.4,64.6,draft,2021,FLEX
164,Van Jefferson,WR86,LAR,4.6,0.0,1.4,23.1,0.0,5.8,0.2,0.0,0.0,49.0,25.0,38.0,584.6,321.0,455.3,5.0,1.0,3.2,0.2,1.0,0.6,86.5,38.1,64.3,draft,2021,FLEX
165,Zach Ertz,TE25,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2,36.4,44.2,501.0,391.4,451.5,4.0,2.3,3.2,0.0,0.2,0.1,70.6,52.2,64.1,draft,2021,FLEX
166,Amon-Ra St,WR87,DET,2.0,0.0,0.5,9.0,0.0,2.3,0.0,0.0,0.0,49.1,31.0,39.7,580.0,406.0,507.2,3.0,2.0,2.3,0.2,1.0,0.6,73.8,52.6,63.7,draft,2021,FLEX
167,Ty Johnson,RB56,NYJ,87.4,58.0,76.2,383.3,245.0,329.6,2.6,2.0,2.2,37.0,10.3,19.9,259.0,64.8,137.8,1.0,0.4,0.6,0.3,0.3,0.3,68.4,56.6,63.1,draft,2021,FLEX
168,Sammy Watkins,WR88,BAL,3.0,0.0,0.8,30.0,0.0,7.5,0.0,0.0,0.0,45.0,24.9,34.9,583.0,312.8,430.8,4.0,1.9,3.3,0.2,1.0,0.6,85.3,42.1,62.7,draft,2021,FLEX
169,Cole Kmet,TE26,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,38.0,45.0,498.4,377.0,447.2,4.0,2.0,3.3,0.3,2.0,1.2,72.2,49.7,62.2,draft,2021,FLEX
170,Damien Williams,RB57,CHI,101.0,30.4,66.9,401.0,133.5,280.3,5.0,1.2,2.7,25.0,14.7,18.6,153.0,114.2,131.4,2.0,0.0,0.9,0.2,1.0,0.6,97.4,35.7,61.8,draft,2021,FLEX
171,Rashard Higgins,WR89,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,19.4,29.7,564.0,287.0,446.9,4.0,1.9,3.0,0.2,1.0,0.6,80.4,39.5,61.3,draft,2021,FLEX
172,Jeff Wilson,RB58,SF,78.0,64.2,71.1,340.0,291.5,315.8,4.0,3.4,3.7,5.6,5.0,5.3,54.0,44.3,49.1,1.0,0.3,0.6,1.0,1.0,1.0,69.4,54.2,60.3,draft,2021,FLEX
173,James Washington,WR90,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,22.6,32.4,685.0,325.2,442.3,4.0,2.0,2.8,0.1,1.0,0.6,92.5,44.4,60.2,draft,2021,FLEX
174,Giovani Bernard,RB59,TB,104.0,28.6,50.8,335.0,111.8,183.6,3.0,0.0,1.3,43.9,15.7,35.1,325.9,103.3,267.5,3.0,0.0,1.4,0.3,1.0,0.6,102.0,39.3,59.8,draft,2021,FLEX
175,Demarcus Robinson,WR91,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,29.4,34.5,502.0,355.7,411.2,4.0,2.6,3.2,0.2,1.0,0.6,74.2,51.0,59.0,draft,2021,FLEX
176,D'Wayne Eskridge,WR92,SEA,2.2,0.0,0.7,11.0,0.0,3.7,0.1,0.0,0.0,37.4,28.0,33.0,460.1,352.0,404.3,3.1,3.0,3.0,0.2,0.2,0.2,63.8,53.2,58.8,draft,2021,FLEX
177,Dawson Knox,TE27,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,31.0,33.3,460.0,353.0,383.8,4.0,3.0,3.5,0.3,1.0,0.6,70.0,54.6,58.4,draft,2021,FLEX
178,Hayden Hurst,TE28,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,29.0,38.5,502.0,306.0,404.6,4.0,2.0,2.9,0.0,0.1,0.1,74.2,42.6,58.0,draft,2021,FLEX
179,Zach Pascal,WR93,IND,1.0,0.0,0.3,8.0,0.0,2.0,0.0,0.0,0.0,44.0,16.0,28.0,636.0,214.5,385.3,6.0,1.6,3.1,0.0,0.1,0.0,100.4,31.1,57.4,draft,2021,FLEX
180,Malcolm Brown,RB60,MIA,116.0,44.0,78.0,419.0,185.8,303.2,5.0,1.6,3.4,17.0,3.0,10.1,110.0,21.0,66.8,0.4,0.0,0.2,0.3,1.0,0.6,82.9,34.0,57.4,draft,2021,FLEX
