,Player,POS,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
472,Jalen Camp,WR205,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,1.8,22.2,22.2,22.2,0.1,0.1,0.1,0.0,0.0,0.0,2.9,2.9,2.9,draft,2021,FLEX
473,Ricky Seals-Jones,TE122,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,18.3,18.3,18.3,0.2,0.2,0.2,0.0,0.0,0.0,2.6,2.6,2.9,draft,2021,FLEX
474,Elijhaa Penny,RB147,NYG,4.1,0.9,2.5,16.9,3.7,10.3,0.2,0.0,0.1,2.1,0.9,1.5,16.6,5.2,10.9,0.1,0.0,0.0,0.0,0.0,0.0,4.7,1.2,2.8,draft,2021,FLEX
475,Allen Hurns,WR206,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.6,16.7,16.7,16.7,0.2,0.2,0.2,0.0,0.0,0.0,2.5,2.5,2.8,draft,2021,FLEX
476,Ashton Dulin,WR207,IND,2.3,0.0,1.2,12.3,0.0,6.2,0.1,0.0,0.0,1.7,0.7,1.2,21.8,8.2,15.0,0.1,0.0,0.1,0.0,0.0,0.0,4.6,1.2,2.7,draft,2021,FLEX
477,Khari Blasingame,RB148,TEN,1.0,0.0,0.5,4.1,0.0,2.1,0.0,0.0,0.0,3.7,0.9,2.3,33.2,5.8,19.5,0.2,0.0,0.1,0.0,0.0,0.0,4.4,1.4,2.7,draft,2021,FLEX
478,Seth Williams,WR208,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,20.2,20.2,20.2,0.1,0.1,0.1,0.0,0.0,0.0,2.7,2.7,2.7,draft,2021,FLEX
479,Shi Smith,WR209,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,20.7,20.7,20.7,0.1,0.1,0.1,0.0,0.0,0.0,2.6,2.6,2.6,draft,2021,FLEX
480,Tanner Hudson,TE123,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.9,1.5,23.1,8.4,15.7,0.2,0.1,0.1,0.0,0.0,0.0,3.6,1.4,2.4,draft,2021,FLEX
481,Malcolm Perry,WR210,MIA,1.8,1.8,1.8,9.4,9.4,9.4,0.1,0.1,0.1,0.9,0.9,0.9,9.2,9.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,2.3,draft,2021,FLEX
482,Jakob Johnson,RB149,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.7,2.3,33.0,5.0,19.0,0.1,0.0,0.1,0.0,0.0,0.0,4.0,0.7,2.2,draft,2021,FLEX
483,Travis Benjamin,WR211,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2,17.5,17.5,17.5,0.1,0.1,0.1,0.0,0.0,0.0,2.3,2.3,2.2,draft,2021,FLEX
484,Lee Smith,TE124,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.9,1.5,21.2,7.4,14.3,0.2,0.0,0.1,0.0,0.0,0.0,3.2,1.2,2.0,draft,2021,FLEX
485,Kendall Hinton,WR212,DEN,1.2,1.2,1.2,6.4,6.4,6.4,0.0,0.0,0.0,1.1,1.1,1.1,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,1.9,draft,2021,FLEX
486,Trent Sherfield,WR213,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.7,1.1,20.7,8.5,14.6,0.1,0.0,0.1,0.0,0.0,0.0,2.9,1.2,1.9,draft,2021,FLEX
487,Dare Ogunbowale,RB150,JAC,2.1,2.1,2.1,8.8,8.8,8.8,0.0,0.0,0.0,1.4,1.4,1.4,9.4,9.4,9.4,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,1.8,draft,2021,FLEX
488,Isaiah Ford,WR214,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.6,15.0,15.0,15.0,0.1,0.1,0.1,0.0,0.0,0.0,2.1,2.1,1.8,draft,2021,FLEX
489,Trevon Wesco,TE125,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.9,1.4,20.0,8.6,14.3,0.1,0.0,0.1,0.0,0.0,0.0,2.7,1.3,1.8,draft,2021,FLEX
490,Jonathan Williams,RB151,WAS,2.3,2.3,2.3,9.8,9.8,9.8,0.0,0.0,0.0,0.9,0.9,0.9,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,1.7,draft,2021,FLEX
491,Eric Tomlinson,TE126,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.7,1.2,16.8,6.7,11.7,0.2,0.0,0.1,0.0,0.0,0.0,2.6,1.1,1.6,draft,2021,FLEX
492,Joe Reed,WR215,LAC,0.9,0.9,0.9,4.8,4.8,4.8,0.0,0.0,0.0,0.8,0.8,0.8,9.4,9.4,9.4,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,1.4,draft,2021,FLEX
493,Kalen Ballage,RB152,PIT,2.1,2.1,2.1,8.5,8.5,8.5,0.0,0.0,0.0,1.0,1.0,1.0,5.7,5.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,1.4,draft,2021,FLEX
494,Codey McElroy,TE127,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,8.5,8.5,8.5,0.1,0.1,0.1,0.0,0.0,0.0,1.4,1.4,1.4,draft,2021,FLEX
495,Matt Cole,WR216,NYJ,0.9,0.9,0.9,4.3,4.3,4.3,0.0,0.0,0.0,0.9,0.9,0.9,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,1.4,draft,2021,FLEX
496,Malik Turner,WR217,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13.5,13.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,1.4,draft,2021,FLEX
497,Trey Quinn,WR218,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2,12.3,12.3,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.2,draft,2021,FLEX
498,Isaac Nauta,TE128,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,8.4,8.4,8.4,0.1,0.1,0.1,0.0,0.0,0.0,1.3,1.3,1.2,draft,2021,FLEX
499,Taiwan Jones,RB153,BUF,1.1,1.1,1.1,4.7,4.7,4.7,0.0,0.0,0.0,0.9,0.9,0.9,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.2,draft,2021,FLEX
500,Antonio Callaway,WR219,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,11.1,11.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.2,draft,2021,FLEX
501,Damion Ratley,WR220,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.5,11.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.2,draft,2021,FLEX
502,Kevin Rader,TE129,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,8.7,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.1,draft,2021,FLEX
503,Elijah McGuire,RB154,KC,0.9,0.9,0.9,3.5,3.5,3.5,0.0,0.0,0.0,0.9,0.9,0.9,7.2,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.1,draft,2021,FLEX
504,CJ Prosise,RB155,TB,0.9,0.9,0.9,3.6,3.6,3.6,0.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.1,draft,2021,FLEX
505,Kelvin Harmon,WR221,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,10.6,10.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.1,draft,2021,FLEX
506,DeAndre Carter,WR222,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,10.4,10.4,10.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.0,draft,2021,FLEX
507,Vyncint Smith,WR223,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,10.1,10.1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,FLEX
508,Ryan Nall,RB156,CHI,0.9,0.9,0.9,3.7,3.7,3.7,0.0,0.0,0.0,0.9,0.9,0.9,6.3,6.3,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,draft,2021,FLEX
509,Artavis Pierce,RB157,CHI,0.9,0.9,0.9,3.8,3.8,3.8,0.0,0.0,0.0,0.9,0.9,0.9,6.2,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,FLEX
510,Jason Huntley,RB158,PHI,0.9,0.9,0.9,3.9,3.9,3.9,0.0,0.0,0.0,0.9,0.9,0.9,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,FLEX
511,Adrian Killins,RB159,PHI,0.9,0.9,0.9,3.9,3.9,3.9,0.0,0.0,0.0,0.9,0.9,0.9,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,FLEX
512,Austin Walter,RB160,NYJ,0.9,0.9,0.9,3.6,3.6,3.6,0.0,0.0,0.0,0.9,0.9,0.9,6.3,6.3,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,FLEX
513,LeVante Bellamy,RB161,DEN,1.0,1.0,1.0,4.4,4.4,4.4,0.0,0.0,0.0,0.9,0.9,0.9,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,FLEX
514,Nathan Cottrell,RB162,JAC,0.9,0.9,0.9,3.6,3.6,3.6,0.0,0.0,0.0,0.9,0.9,0.9,6.2,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,FLEX
515,John Hightower,WR224,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,9.8,9.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.0,draft,2021,FLEX
516,Daniel Brown,TE130,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.0,draft,2021,FLEX
517,Marcus Kemp,WR225,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,9.6,9.6,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,FLEX
518,Tyrone Swoopes,TE131,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,9.6,9.6,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,FLEX
519,Damarea Crockett,RB163,DEN,1.0,1.0,1.0,4.2,4.2,4.2,0.0,0.0,0.0,0.9,0.9,0.9,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,FLEX
520,Sean McKeon,TE132,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,9.6,9.6,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,FLEX
521,Jason Cabinda,LB2,DET,0.8,0.8,0.8,3.5,3.5,3.5,0.0,0.0,0.0,0.9,0.9,0.9,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,FLEX
522,Isaiah Wright,WR226,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,9.6,9.6,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.0,draft,2021,FLEX
523,Jason Moore,WR227,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,9.6,9.6,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,FLEX
524,Darrius Shepherd,WR228,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,FLEX
525,Scottie Phillips,RB164,HOU,0.8,0.8,0.8,3.5,3.5,3.5,0.0,0.0,0.0,0.9,0.9,0.9,5.9,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,FLEX
526,Josh Malone,WR229,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,9.4,9.4,9.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,FLEX
527,Jake Lampman,WR230,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,9.4,9.4,9.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,FLEX
528,Jeff Badet,WR231,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,9.3,9.3,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,FLEX
529,Chris Rowland,WR232,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,9.3,9.3,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,FLEX
530,Keelan Doss,WR233,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,9.3,9.3,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
531,Chad Hansen,WR234,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,9.2,9.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
532,Jordan Scarlett,RB165,MIA,0.9,0.9,0.9,3.9,3.9,3.9,0.0,0.0,0.0,0.9,0.9,0.9,5.3,5.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.9,draft,2021,FLEX
533,Tanner Gentry,WR235,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,9.2,9.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,FLEX
534,Trenton Irwin,WR236,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,9.2,9.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
535,Marcell Ateman,WR237,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,9.1,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
536,Riley Ridley,WR238,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,9.1,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
537,Lawrence Cager,WR239,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
538,Marvin Hall,WR240,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
539,Trenton Cannon,RB166,CAR,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.8,0.8,0.8,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,FLEX
540,Taquan Mizzell,RB167,NYG,0.9,0.9,0.9,3.7,3.7,3.7,0.0,0.0,0.0,0.9,0.9,0.9,5.3,5.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
541,John Ursua,WR241,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,FLEX
542,Cyril Grayson,WR242,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,FLEX
543,Stanley Morgan,WR243,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
544,Darvin Kidsy,WR244,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,8.9,8.9,8.9,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,FLEX
545,Cullen Gillaspia,RB168,NYG,0.9,0.9,0.9,3.7,3.7,3.7,0.0,0.0,0.0,0.9,0.9,0.9,5.2,5.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
546,KhaDarel Hodge,WR245,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,8.9,8.9,8.9,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
547,Chad Williams,WR246,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,8.8,8.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,FLEX
548,Robert Foster,WR247,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,8.7,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
549,Jordan Franks,TE133,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,8.1,8.1,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,FLEX
550,Dan Chisena,WR248,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,8.7,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
551,Derrick Willies,WR249,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,8.7,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
552,Alexander Hollins,WR250,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,8.6,8.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
553,River Cracraft,WR251,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,8.6,8.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,FLEX
554,MyCole Pruitt,TE134,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.8,draft,2021,FLEX
555,Ja'Marcus Bradley,WR252,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,draft,2021,FLEX
556,Tim Tebow,TE135,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,8.4,8.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,0.8,draft,2021,FLEX
557,JoJo Natson,WR253,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,8.4,8.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,draft,2021,FLEX
558,Laquon Treadwell,WR254,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,8.4,8.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,draft,2021,FLEX
559,Dante Pettis,WR255,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,8.4,8.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.8,draft,2021,FLEX
560,Hakeem Butler,WR256,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,8.4,8.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,draft,2021,FLEX
561,Kevin White,WR257,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,8.3,8.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,draft,2021,FLEX
562,Jake Butt,TE136,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,8.3,8.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.8,draft,2021,FLEX
563,Mack Hollins,WR258,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,draft,2021,FLEX
564,Fred Brown,WR259,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,draft,2021,FLEX
565,Cody Hollister,WR260,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,draft,2021,FLEX
566,Tyrie Cleveland,WR261,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.8,draft,2021,FLEX
567,Antony Auclair,TE137,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,7.9,7.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,draft,2021,FLEX
568,CJ Board,WR262,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,7.7,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,draft,2021,FLEX
569,Brandon Zylstra,WR263,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,7.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,draft,2021,FLEX
570,Ishmael Hyman,WR264,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,7.4,7.4,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,draft,2021,FLEX
571,Ryan Switzer,WR265,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,7.2,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.7,draft,2021,FLEX
572,Cole Hikutini,TE138,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,7.2,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.7,draft,2021,FLEX
573,James Proche,WR266,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,7.1,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,draft,2021,FLEX
574,Colin Thompson,TE139,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,6.8,6.8,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.7,draft,2021,FLEX
575,Tony Jones,RB169,NO,0.9,0.9,0.9,0.7,0.7,0.7,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,draft,2021,FLEX
